plz_name;Spalte1;lan_name;geo_point_2d
Holzheim;86684;Bayern;48.6169873132,10.9533561016
Ilmenau;98694;Thüringen;50.6384858662,10.9980107753
Unterammergau;82497;Bayern;47.6146389238,11.0206886067
Stadtilm, Ilmtal;99326;Thüringen;50.7600274013,11.095049282
Oberammergau;82487;Bayern;47.596231549,11.0711783212
Dannenberg;29451;Niedersachsen;53.0939326663,11.1045220043
Betzdorf;57518;Rheinland-Pfalz;50.7749451934,7.86839920296
Edewecht;26188;Niedersachsen;53.1176635422,7.99334977763
Herdorf;57562;Rheinland-Pfalz;50.7772048511,7.9486896376
Garrel;49681;Niedersachsen;52.9488739314,8.04170116858
Appenweier;77767;Baden-Württemberg;48.5531556074,7.9795927186
Cloppenburg;49661;Niedersachsen;52.856296946,8.03659088737
Landau in der Pfalz;76829;Rheinland-Pfalz;49.2749289178,8.02649378107
Bad Laer;49196;Niedersachsen;52.0987452927,8.08419242345
Wörth;76744;Rheinland-Pfalz;49.0346047649,8.18648560146
Ruppertsberg;67152;Rheinland-Pfalz;49.3956651192,8.18039635165
Herzebrock-Clarholz;33442;Nordrhein-Westfalen;51.9001685221,8.2319457123
Ühlingen-Birkendorf;79777;Baden-Württemberg;47.7217952527,8.29618634496
Freudenstadt;72250;Baden-Württemberg;48.4797507728,8.41462308479
Hörnum (Sylt);25997;Schleswig-Holstein;54.7692218661,8.28909248488
Stadland;26937;Niedersachsen;53.4579807036,8.3485211929
Germersheim;76726;Rheinland-Pfalz;49.2137110062,8.37170453629
Rüsselsheim;65428;Hessen;49.9827648162,8.44980635425
Ludwigshafen am Rhein;67067;Rheinland-Pfalz;49.4485126841,8.39692900596
Gütersloh;33330;Nordrhein-Westfalen;51.8974058696,8.37691158286
Aichhalden;78733;Baden-Württemberg;48.2794060935,8.41211972115
Schlitz;36110;Hessen;50.6844872383,9.55599879193
Niederaula;36272;Hessen;50.8021980211,9.60229544159
Alt Duvenstedt;24791;Schleswig-Holstein;54.3566022621,9.63233137735
Dassel;37586;Niedersachsen;51.7844523959,9.690352386
Fahrdorf;24857;Schleswig-Holstein;54.4972800315,9.62585761813
Schelklingen;89601;Baden-Württemberg;48.3835607231,9.67949411107
Göppingen;73033;Baden-Württemberg;48.7081760383,9.65517542641
Nieste;34329;Hessen;51.3092365212,9.66162696718
Alfdorf, Schillinghof;73553;Baden-Württemberg;48.859879063,9.7044274211
Kellinghusen;25548;Schleswig-Holstein;53.9568429396,9.70464350299
Fulda;36039;Hessen;50.5916000221,9.68277130645
Steimel;57614;Rheinland-Pfalz;50.6419331696,7.65998876775
Kamen;59174;Nordrhein-Westfalen;51.5821462135,7.66605330321
Lauterecken u.a.;67742;Rheinland-Pfalz;49.6546298049,7.6487538062
Fürthen;57539;Rheinland-Pfalz;50.7498189017,7.65933655219
Eitelborn;56337;Rheinland-Pfalz;50.3834390142,7.72098036586
Morsbach;51597;Nordrhein-Westfalen;50.8685142799,7.70590143105
Iserlohn;58638;Nordrhein-Westfalen;51.3841432629,7.67658732134
Bad Ems;56130;Rheinland-Pfalz;50.3257794128,7.72168394317
Weiler bei Bingen;55413;Rheinland-Pfalz;50.0043495046,7.79730460391
Bönen;59199;Nordrhein-Westfalen;51.5958314586,7.7699051154
Singhofen;56379;Rheinland-Pfalz;50.299557743,7.75974374853
Mogendorf, Ebernhahn, Staudt u.a.;56424;Rheinland-Pfalz;50.4660735186,7.76209000443
Waldalgesheim;55425;Rheinland-Pfalz;49.9614072185,7.81502548476
Westerstede;26655;Niedersachsen;53.2616204133,7.92249417077
Holm;25488;Schleswig-Holstein;53.6242491132,9.69452595022
Elmshorn;25337;Schleswig-Holstein;53.7464161154,9.71067744709
Kosel, Rieseby u.a.;24354;Schleswig-Holstein;54.5347015957,9.78983413724
Merklingen;89188;Baden-Württemberg;48.5185061936,9.75011246747
Wartmannsroth;97797;Bayern;50.1795628709,9.78256851151
Schemmerhofen;88433;Baden-Württemberg;48.1763293378,9.77736808396
Osterby;24367;Schleswig-Holstein;54.4484228061,9.75888955355
Rosdorf;37124;Niedersachsen;51.4717236641,9.85385114667
Waldbüttelbrunn;97297;Bayern;49.7855462556,9.80060666399
Brokstedt;24616;Schleswig-Holstein;53.9967568454,9.83115408284
Gelting;24395;Schleswig-Holstein;54.743953924,9.8987720899
Obersontheim;74423;Baden-Württemberg;49.0475372324,9.85967531403
Hamburg;22549;Hamburg;53.584191897,9.85462743752
Hamburg;21079;Hamburg;53.4671131927,9.97510565351
Würzburg;97072;Bayern;49.7823176023,9.93805682496
Elfershausen;97725;Bayern;50.12943317,9.97450809964
Freden (Leine);31084;Niedersachsen;51.9609221226,9.95285747807
Neumünster;24539;Schleswig-Holstein;54.0466598732,9.99359174355
Gerbrunn;97218;Bayern;49.7796543608,10.0002749034
Neu-Ulm;89233;Bayern;48.3810358331,10.0670609572
Werneck;97440;Bayern;49.9905048875,10.0836009302
Groß Kummerfeld;24626;Schleswig-Holstein;54.0352654099,10.0906408104
Tangstedt;22889;Schleswig-Holstein;53.7393878661,10.0864467661
Dänischenhagen;24229;Schleswig-Holstein;54.4523385783,10.1122794205
Kaltennordheim;36452;Thüringen;50.656563208,10.1324642185
Wulfsen;21445;Niedersachsen;53.3023676237,10.1367389336
Kiel;24159;Schleswig-Holstein;54.3964303377,10.1594433241
Bargfeld-Stegen;23863;Schleswig-Holstein;53.7689103918,10.1748526479
Garstedt;21441;Niedersachsen;53.2812427094,10.1696037116
Wienhausen;29342;Niedersachsen;52.5784882218,10.2040457581
Heimertingen;87751;Bayern;48.0398265042,10.1613143424
Ahrensburg;22926;Schleswig-Holstein;53.6685129124,10.2368589118
Grafenrheinfeld;97506;Bayern;49.9940116955,10.2081559349
Burgdorf;38272;Niedersachsen;52.1433973003,10.2159204094
Rödelsee;97348;Bayern;49.6644143529,10.2418714715
Wittenborn;23829;Schleswig-Holstein;53.908858369,10.2264952253
Oberstreu;97640;Bayern;50.3934909294,10.3305368998
Winsen;21423;Niedersachsen;53.3061466866,10.2351512917
Kempten (Allgäu);87439;Bayern;47.7429947512,10.2790317344
Zöschingen;89447;Bayern;48.6786446182,10.3121922569
Reppenstedt, Lüneburg;21391;Niedersachsen;53.2528198285,10.3342235076
Hoisdorf;22961;Schleswig-Holstein;53.6732368729,10.3430118475
Lasbek;23847;Schleswig-Holstein;53.7525301614,10.4813153317
Breitenbrunn;87739;Bayern;48.1342159275,10.3866078117
Mühlhausen, Unstruttal;99974;Thüringen;51.2324993132,10.4620614388
Herrieden;91567;Bayern;49.2278817851,10.4814663782
Scheinfeld;91443;Bayern;49.6720351147,10.4750631638
Linau;22959;Schleswig-Holstein;53.6456240936,10.4723460556
Eggenthal;87653;Bayern;47.9135302511,10.4907523378
Biebesheim am Rhein;64584;Hessen;49.7829542283,8.45484788014
Hattersheim;65795;Hessen;50.0554568384,8.48093424303
Mannheim;68165;Baden-Württemberg;49.4799543399,8.48992126131
Bad Homburg v.d. Höhe;61350;Hessen;50.2465760726,8.56492088191
Mannheim;68259;Baden-Württemberg;49.4977442281,8.54697589872
Rahden;32369;Nordrhein-Westfalen;52.4568116544,8.62647689921
Altensteig;72213;Baden-Württemberg;48.5962279618,8.60181127717
Frankfurt am Main;60529;Hessen;50.0795700613,8.58012072529
Edingen-Neckarhausen;68535;Baden-Württemberg;49.4485342387,8.59931306542
Seeheim-Jugenheim;64342;Hessen;49.7590032539,8.65999824186
Büsingen am Hochrhein;78266;Baden-Württemberg;47.7002239552,8.68938802623
Osterholz-Scharmbeck;27711;Niedersachsen;53.2557212048,8.79246073155
Lage;32791;Nordrhein-Westfalen;51.9822912274,8.77749641301
Paderborn;33098;Nordrhein-Westfalen;51.7103635737,8.75301784972
Gailingen am Hochrhein;78262;Baden-Württemberg;47.6959091323,8.76691707127
Schönau;69250;Baden-Württemberg;49.4437741622,8.80303009177
Offenbach am Main;63071;Hessen;50.0921452686,8.76566703854
Niederdorfelden;61138;Hessen;50.183707413,8.80811648253
Vöhl;34516;Hessen;51.1778305701,8.90738065299
Obertshausen;63179;Hessen;50.072287872,8.86232492472
Bremen;28205;Bremen;53.0691149019,8.84463820043
Bredstedt, Breklum u.a.;25821;Schleswig-Holstein;54.6108836789,8.95658730841
Zaberfeld;74374;Baden-Württemberg;49.0621961662,8.9083529251
Oldenswort;25870;Schleswig-Holstein;54.3689017535,8.93486481506
Bremen;28355;Bremen;53.0980031512,8.93492887895
Fridingen an der Donau;78567;Baden-Württemberg;48.0198413339,8.93253366981
Leck;25917;Schleswig-Holstein;54.763475498,9.01312862274
Eberbach;69412;Baden-Württemberg;49.470505293,9.00344772441
Stinstedt;21772;Niedersachsen;53.6553874814,8.9718217883
Kahl am Main;63796;Bayern;50.0855584849,9.01313829482
Sindelfingen;71069;Baden-Württemberg;48.7400609793,9.03979860038
Högel;25858;Schleswig-Holstein;54.6492086865,9.06512363452
Schwieberdingen;71701;Baden-Württemberg;48.8769070925,9.07722446454
Stuttgart;70197;Baden-Württemberg;48.7711833417,9.11283283486
Konstanz;78465;Baden-Württemberg;47.729518276,9.13682632517
Waldenbuch;71111;Baden-Württemberg;48.6300928204,9.13071911838
Niedernberg;63843;Bayern;49.9071773944,9.12143256557
Feldatal;36325;Hessen;50.6394616657,9.18113285021
Sonnenbühl;72820;Baden-Württemberg;48.3823996432,9.19231554906
Stuttgart;70469;Baden-Württemberg;48.8110794217,9.15398327494
Stuttgart;70439;Baden-Württemberg;48.8372857479,9.14118437131
Haselund;25855;Schleswig-Holstein;54.5984741268,9.18168197467
Kleinwallstadt;63839;Bayern;49.8685881447,9.18972840419
Großheubach;63920;Bayern;49.7353280693,9.23360529471
Besigheim;74354;Baden-Württemberg;49.0217479085,9.20810107732
Bessenbach;63856;Bayern;49.9649978011,9.26130551696
Schneeberg;63936;Bayern;49.6235350941,9.25560266594
Handewitt;24983;Schleswig-Holstein;54.7605596991,9.31741503017
Bürgstadt;63927;Bayern;49.7224128484,9.2989070067
Wolfschlugen;72649;Baden-Württemberg;48.6550214037,9.28899463768
Hohenstein;72531;Baden-Württemberg;48.3402917074,9.36001839517
Treia, Ahrenviölfeld;24896;Schleswig-Holstein;54.5187028056,9.31619036022
Oeversee;24988;Schleswig-Holstein;54.7077183327,9.4297138866
Suthfeld;31555;Niedersachsen;52.3617887943,9.39959844284
Oberaula;36280;Hessen;50.8527216486,9.46436557919
Kremperheide;25569;Schleswig-Holstein;53.8784612182,9.45640113751
Owen;73277;Baden-Württemberg;48.586647178,9.44330946992
Nortrup;49638;Niedersachsen;52.6175243972,7.87578426691
Langenlonsheim;55450;Rheinland-Pfalz;49.9036948883,7.8817663693
Gundelfingen, Heuweiler;79194;Baden-Württemberg;48.0355059821,7.89025445423
Hohberg;77749;Baden-Württemberg;48.4158133094,7.90821215028
Freiburg im Breisgau;79106;Baden-Württemberg;48.0050924297,7.85403121872
Warendorf;48231;Nordrhein-Westfalen;51.9474760082,7.95835304015
Albersweiler, Silz u.a.;76857;Rheinland-Pfalz;49.2290229334,7.9453200353
Helgoland;27498;Schleswig-Holstein;54.1821162551,7.88451207823
Emmerzhausen, Niederdreisbach, Steinebach;57520;Rheinland-Pfalz;50.7070924152,7.97196718134
Emmerzhausen, Niederdreisbach, Steinebach;57520;Rheinland-Pfalz;50.7772266802,7.90690983142
Nisterau u.a.;56472;Rheinland-Pfalz;50.6231397751,7.92965743249
Glottertal;79286;Baden-Württemberg;48.0418504083,7.96222139799
Altendiez;65624;Rheinland-Pfalz;50.3711152756,7.96318066953
Billigheim-Ingenheim, Birkweiler;76831;Rheinland-Pfalz;49.1459737427,8.07103924667
Hadamar;65589;Hessen;50.4604541635,8.05899846317
Oberkirch;77704;Baden-Württemberg;48.5215611004,8.06697400578
Niederneisen;65629;Rheinland-Pfalz;50.3331751611,8.04837524464
St. Blasien, Ibach;79837;Baden-Württemberg;47.7727804571,8.09528627194
Limburg;65554;Hessen;50.4352865973,8.08065810622
Limburg;65550;Hessen;50.3654431343,8.09430544658
Steinweiler;76872;Rheinland-Pfalz;49.0925385284,8.13745008229
Ostercappeln;49179;Niedersachsen;52.3761572775,8.20364826891
Walluf;65396;Hessen;50.0458806566,8.1507898309
Baden-Baden;76532;Baden-Württemberg;48.800519504,8.20157254685
Bad Peterstal-Griesbach;77740;Baden-Württemberg;48.4404642717,8.22881515191
Oldenburg (Oldenburg);26123;Niedersachsen;53.152312303,8.23247990718
Kuppenheim;76456;Baden-Württemberg;48.8188998425,8.26696815387
Dillenburg;35685;Hessen;50.771206691,8.26134442799
Dillenburg;35683;Hessen;50.7430688651,8.28153239618
Melle;49324;Niedersachsen;52.21153981,8.33270720955
Elsfleth;26931;Niedersachsen;53.2229267916,8.38854378661
Schenkenzell;77773;Baden-Württemberg;48.3315120656,8.35290562108
Weilrod;61276;Hessen;50.3307104343,8.39185387617
Unterkirnach;78089;Baden-Württemberg;48.0982326193,8.38065032727
Loffenau;76597;Baden-Württemberg;48.7757925323,8.40392318562
Ludwigshafen am Rhein;67065;Rheinland-Pfalz;49.4542132023,8.42634014239
Hosenfeld;36154;Hessen;50.5096509621,9.49185914216
Faulbach;97906;Bayern;49.793766835,9.45057694047
Großsolt;24991;Schleswig-Holstein;54.710748003,9.51105972418
Partenstein;97846;Bayern;50.0480034548,9.52021347936
Langenargen;88085;Baden-Württemberg;47.6162365433,9.56255953549
Hohenlockstedt;25551;Schleswig-Holstein;53.993215131,9.62399551605
Sinntal;36391;Hessen;50.299980575,9.65196955803
Erlenbach b. Marktheidenfeld;97837;Bayern;49.8226158598,9.64318686708
Zeitlofs;97799;Bayern;50.2458034396,9.71579498121
Helmstadt;97264;Bayern;49.7576681826,9.70514180453
Marienheide;51709;Nordrhein-Westfalen;51.0759701837,7.53690238029
Dortmund;44141;Nordrhein-Westfalen;51.5040564811,7.49985243998
Rieschweiler-Mühlbach;66509;Rheinland-Pfalz;49.2501946668,7.50786566605
Leiningen;56291;Rheinland-Pfalz;50.1003279787,7.5869825891
Medard, Rathskirchen u.a.;67744;Rheinland-Pfalz;49.6684700474,7.58344569813
Koblenz;56076;Rheinland-Pfalz;50.3358872958,7.6277819949
Pirmasens;66953;Rheinland-Pfalz;49.2107473025,7.63288056326
Binzen;79589;Baden-Württemberg;47.6344211014,7.62140841616
Lindern (Oldenburg);49699;Niedersachsen;52.8334961162,7.77828365934
Braubach;56338;Rheinland-Pfalz;50.2742535778,7.71882406747
Mertloch, Welling u.a.;56753;Rheinland-Pfalz;50.3329625939,7.31636649141
Rheinbrohl;56598;Rheinland-Pfalz;50.5007672468,7.35913777108
Dickenschied u.a.;55483;Rheinland-Pfalz;49.9716308009,7.43258277193
Aurich;26605;Niedersachsen;53.4627518845,7.54791643751
Quedlinburg;06484;Sachsen-Anhalt;51.8022336215,11.167000745
Grafrath;82284;Bayern;48.1229801597,11.1669804542
Unterleinleiter;91364;Bayern;49.8274138305,11.1709120426
Weimar;99428;Thüringen;50.9749460356,11.2395081611
Gräfenberg;91322;Bayern;49.6624046443,11.2444199638
Rudolstadt;07407;Thüringen;50.7519255668,11.345750859
Mitwitz;96268;Bayern;50.2506545065,11.2262667032
Egloffstein;91349;Bayern;49.7138925294,11.2629435189
Kalbe;39624;Sachsen-Anhalt;52.6965797098,11.3747051652
Gößweinstein;91327;Bayern;49.7612912915,11.3229978877
Ingolstadt;85049;Bayern;48.7630073956,11.3426685126
Feldafing;82340;Bayern;47.9405974027,11.292130197
Gauting;82131;Bayern;48.0606864142,11.3551023701
Simmelsdorf;91245;Bayern;49.6219549656,11.3443610284
Planegg/Krailling;82152;Bayern;48.1009310974,11.3994212736
Betzenstein;91282;Bayern;49.672678065,11.4154877757
Kirchdorf;93348;Bayern;48.7634645092,11.9141442632
Aßling;85617;Bayern;47.9913773725,11.9931901814
Walpertskirchen;85469;Bayern;48.2587741903,11.9766927785
Jerichow;39319;Sachsen-Anhalt;52.481444323,12.0688836301
Gera;07545;Thüringen;50.8799695355,12.0824655173
Schierling;84069;Bayern;48.825611555,12.1587365583
Rostock;18055;Mecklenburg-Vorpommern;54.0835129947,12.1659323285
Wenzenbach;93173;Bayern;49.0756899787,12.17720737
Prutting;83134;Bayern;47.8879239193,12.1916975273
Altfraunhofen;84169;Bayern;48.4459774411,12.1896264555
Baierbach;84171;Bayern;48.4143691725,12.1973337286
Elsteraue;06729;Sachsen-Anhalt;51.0867611456,12.2083352415
Bernhardswald;93170;Bayern;49.1067581602,12.2445365949
Soyen;83564;Bayern;48.1044910386,12.2147296428
Gars a. Inn;83536;Bayern;48.1552148441,12.2639700552
Neunburg vorm Wald;92431;Bayern;49.3449298522,12.3603789865
Crimmitschau;08451;Sachsen;50.8118389171,12.3580717069
Wörth an der Donau;93086;Bayern;49.0046607462,12.4218288848
Leipzig;04157;Sachsen;51.3749738049,12.3668242474
Rettenbach;93191;Bayern;49.0636331198,12.4569344366
Zwickau;08056;Sachsen;50.7051758126,12.4838791204
Eslarn;92693;Bayern;49.5794184339,12.5249231691
Trostberg;83308;Bayern;48.0312602552,12.5656244866
Schönthal;93488;Bayern;49.3540048884,12.6020314878
Cham;93413;Bayern;49.2099722254,12.6656670562
Parkstetten;94365;Bayern;48.9201158912,12.6051025215
Massing;84323;Bayern;48.400544254,12.6174907702
Penig;09322;Sachsen;50.9478356949,12.6910132602
Haselbach;94354;Bayern;49.0011054063,12.6869861267
Surberg;83362;Bayern;47.8698524361,12.7022277044
Schwarzenberg/Erzgeb.;08340;Sachsen;50.5191790127,12.7816657041
Chemnitz;09117;Sachsen;50.8230994222,12.8320621092
Thum;09419;Sachsen;50.67441411,12.9506594442
Torgau;04861;Sachsen;51.5063588613,13.0010557212
Haarbach;94542;Bayern;48.5025292317,13.1448484384
Samtens;18573;Mecklenburg-Vorpommern;54.3599725877,13.2434278758
Ludwigsfelde;14974;Brandenburg;52.2914386642,13.2635105439
Ortenburg;94496;Bayern;48.5545889837,13.2181944984
Eging a. See;94535;Bayern;48.7093728361,13.2559987575
Kirchham;94148;Bayern;48.3457136472,13.2526333863
Berlin Dahlem;14195;Berlin;52.4588976043,13.2829232107
Berlin Zehlendorf;14167;Berlin;52.421167355,13.2765608531
Freiberg;09599;Sachsen;50.9146221965,13.3340406795
Berlin Charlottenburg;14059;Berlin;52.5205351499,13.2879125438
Spiegelau;94518;Bayern;48.9295100674,13.3423410502
Berlin Hermsdorf;13467;Berlin;52.6171012916,13.3075044028
Berlin Moabit;10553;Berlin;52.5305335704,13.3214907475
Berlin Charlottenburg;10623;Berlin;52.5088713376,13.3273882269
Neuhaus a. Inn;94152;Bayern;48.4500252706,13.4114178643
Berlin Neukölln;12053;Berlin;52.4770995675,13.4324506957
Kröv;54536;Rheinland-Pfalz;49.9915713604,7.08424689573
Gelsenkirchen;45892;Nordrhein-Westfalen;51.5713069442,7.11208316651
Gelsenkirchen;45879;Nordrhein-Westfalen;51.505960846,7.09506949706
Bonn;53175;Nordrhein-Westfalen;50.6973140301,7.13507562072
Ediger-Eller;56814;Rheinland-Pfalz;50.1971268439,7.15389305415
Bonn;53113;Nordrhein-Westfalen;50.7197450423,7.11976835834
Ochtrup;48607;Nordrhein-Westfalen;52.2132157447,7.18246741507
Birkenfeld u.a.;55765;Rheinland-Pfalz;49.6400666297,7.16754558371
Bonn;53173;Nordrhein-Westfalen;50.6889888148,7.16295928886
Wuppertal;42107;Nordrhein-Westfalen;51.2637066349,7.15569353545
Remscheid;42855;Nordrhein-Westfalen;51.1953198135,7.19638994568
Lohmar;53797;Nordrhein-Westfalen;50.8655959219,7.24830582273
Herne;44628;Nordrhein-Westfalen;51.5572271631,7.24418136915
Bochum;44803;Nordrhein-Westfalen;51.4716835236,7.26038583372
Burgbrohl;56659;Rheinland-Pfalz;50.4582762154,7.26653165469
Weeze;47652;Nordrhein-Westfalen;51.6210996585,6.18234619407
Roetgen;52159;Nordrhein-Westfalen;50.6711375517,6.22747821892
Monschau;52156;Nordrhein-Westfalen;50.5252068785,6.19646263322
Aldenhoven;52457;Nordrhein-Westfalen;50.8982100433,6.2612536446
Rheinberg;47495;Nordrhein-Westfalen;51.5560071539,6.61001734136
Rehlingen-Siersburg;66780;Saarland;49.374297522,6.6249483572
Welschbillig, Igel, Aach;54298;Rheinland-Pfalz;49.7884306133,6.59777385226
Neuss;41472;Nordrhein-Westfalen;51.1589512542,6.6537606148
Zerf;54314;Rheinland-Pfalz;49.5915012853,6.68885746387
Duisburg;47167;Nordrhein-Westfalen;51.5002064679,6.80025565345
Düsseldorf;40233;Nordrhein-Westfalen;51.2220778242,6.81119685485
Dormagen;41539;Nordrhein-Westfalen;51.1015527373,6.84745923391
Malborn;54426;Rheinland-Pfalz;49.7786940927,6.93688533907
Köln;50667;Nordrhein-Westfalen;50.9386556776,6.95506986959
Essen;45145;Nordrhein-Westfalen;51.4465703338,6.97631009431
Malborn;54426;Rheinland-Pfalz;49.7674851769,7.02571986821
Saarbrücken;66133;Saarland;49.246042277,7.06441005898
Ingolstadt;85057;Bayern;48.7801719807,11.4044654037
Apolda;99510;Thüringen;51.0315950604,11.5001460611
Ilmmünster;85304;Bayern;48.4900948667,11.5148814495
Bad Tölz, Wackersberg;83646;Bayern;47.7544915263,11.5337183197
Dietramszell;83623;Bayern;47.8690927621,11.5754195873
München;80992;Bayern;48.1747785429,11.5180846035
Jena, Bucha, Großpürschütz u.a.;07751;Thüringen;50.9273429169,11.5202429249
Neuenmarkt;95339;Bayern;50.1051048564,11.5929024391
Münchsmünster;85126;Bayern;48.7651632103,11.6761164058
Neustadt/ Orla;07806;Thüringen;50.7220019014,11.7339394615
Neustadt a.d. Donau;93333;Bayern;48.7964401078,11.7552523112
Zolling;85406;Bayern;48.4685038966,11.7680055709
Oberding;85445;Bayern;48.3287553615,11.8277013563
Marzling;85417;Bayern;48.4054789166,11.8064295866
Leupoldsgrün;95191;Bayern;50.2945230657,11.7987547431
Satow;18239;Mecklenburg-Vorpommern;53.9992815366,11.906503329
Südliches Anhalt, Köthen;06388;Sachsen-Anhalt;51.6892092964,11.9211162654
Südliches Anhalt u.a.;06369;Sachsen-Anhalt;51.7268863336,11.8916409941
Kulmain;95508;Bayern;49.9144115566,11.9097336762
Halle/ Saale;06120;Sachsen-Anhalt;51.5082461102,11.905807963
Saal a.d. Donau;93342;Bayern;48.8685200348,11.9306230541
Steinbach-Hallenberg;98587;Thüringen;50.7014121088,10.5945015946
Klein Wesenberg;23860;Schleswig-Holstein;53.8011067073,10.5600737038
Braunschweig;38102;Niedersachsen;52.2578569943,10.536820206
Sassenburg;38524;Niedersachsen;52.5325161418,10.6473831857
Lübeck;23560;Schleswig-Holstein;53.815723168,10.640232604
Braunlage;38700;Niedersachsen;51.7086816388,10.629856076
Unterschwaningen;91743;Bayern;49.0923024499,10.6190128038
Hopferau;87659;Bayern;47.6082347478,10.6440311177
Schöppenstedt;38170;Niedersachsen;52.1348020887,10.7829610639
Lisberg;96170;Bayern;49.896810161,10.7193677443
Schönwalde am Bungsberg;23744;Schleswig-Holstein;54.1979946041,10.7664363508
Oberhof;98559;Thüringen;50.6796093006,10.7047771069
Lübeck;23569;Schleswig-Holstein;53.914234987,10.8090953096
Lechbruck;86983;Bayern;47.6919575205,10.7835540074
Tosterglope;21371;Niedersachsen;53.208327767,10.8244426499
Aurachtal;91086;Bayern;49.5798509236,10.8175458419
Ilmenau;98693;Thüringen;50.6871618378,10.9301094851
Bamberg;96049;Bayern;49.8771409671,10.8769178344
Königslutter am Elm;38154;Niedersachsen;52.1865117662,10.8470805647
Beierstedt;38382;Niedersachsen;52.0671188134,10.8534449813
Niederschönenfeld;86694;Bayern;48.7222115331,10.9207510858
Prittriching;86931;Bayern;48.2004429425,10.9255455551
Wildsteig;82409;Bayern;47.668332608,10.9437826229
Staffelstein;96231;Bayern;50.1002336288,11.0211029326
Fürth;90765;Bayern;49.5030629912,10.9964815366
Kindelbrück;99638;Thüringen;51.2486585486,11.0948313135
Peißenberg;82380;Bayern;47.7929948218,11.0639886948
Berlin Neukölln;12059;Berlin;52.4801366381,13.4522035145
Berlin Lichtenberg;10369;Berlin;52.5294389119,13.4693779863
Freyung;94078;Bayern;48.8203349905,13.5511459922
Berlin Köpenik;12555;Berlin;52.4628491228,13.5788432622
Dresden;01156;Sachsen;51.0658278379,13.6212717295
Radebeul;01445;Sachsen;51.1133031574,13.6410358201
Märkisch Buchholz;15748;Brandenburg;52.1314088226,13.8117307049
Heidenau;01809;Sachsen;50.9460081765,13.8417324545
Dresden;01237;Sachsen;51.017572394,13.7987057853
Löcknitz, Rothenklempenow;17321;Mecklenburg-Vorpommern;53.4811512445,14.2412953229
Schleife;02959;Sachsen;51.5234403372,14.52254531
Weißwasser, Boxberg;02943;Sachsen;51.4891610128,14.6817731152
Hähnichen, Horka, Kodersdorf;02923;Sachsen;51.3013531169,14.8827359799
Pfeffenhausen;84076;Bayern;48.6636692435,11.9427079587
Wolfsegg;93195;Bayern;49.1048954964,11.9815273794
Gera, Zedlitz u.a.;07557;Thüringen;50.8200529057,12.0194830291
Rostock, Lambrechtshagen;18069;Mecklenburg-Vorpommern;54.1021349042,12.0452571214
Parkstein;92711;Bayern;49.7336537283,12.0573226987
Lappersdorf;93138;Bayern;49.0734051867,12.0589262871
Sankt Wolfgang;84427;Bayern;48.219617523,12.1469901103
Rostock;18147;Mecklenburg-Vorpommern;54.1302238912,12.1259018938
Plauen;08523;Sachsen;50.4715430893,12.1064354782
Falkenberg;95685;Bayern;49.8550240942,12.224715681
Schmölln, Altkirchen, Nöbdenitz u.a.;04626;Thüringen;50.8965069723,12.3075007627
Werdau;08412;Sachsen;50.7276330224,12.3528233176
Ribnitz-Damgarten;18311;Mecklenburg-Vorpommern;54.2431403601,12.4291007862
Bernau a. Chiemsee;83233;Bayern;47.8150844133,12.3749498154
Weng;84187;Bayern;48.666174652,12.3646835668
Bodenkirchen;84155;Bayern;48.4075257994,12.4115167355
Seeon-Seebruck;83370;Bayern;47.9722329724,12.4591367307
Übersee;83236;Bayern;47.8267755355,12.4774581805
Steinberg;08237;Sachsen;50.5442342299,12.4768885193
Leipzig;04319;Sachsen;51.332087975,12.5057477939
Oberneukirchen;84565;Bayern;48.1690150783,12.516454014
Straubing;94315;Bayern;48.8809560685,12.5740828069
Borsdorf;04451;Sachsen;51.3527496739,12.5409664127
Brandis;04824;Sachsen;51.3201900551,12.5644591902
Altötting;84503;Bayern;48.228018576,12.6657939516
Oelsnitz/Erzgebirge;09376;Sachsen;50.7148611109,12.7020202512
Rochlitz;09306;Sachsen;51.0283592149,12.8291215936
Aholming;94527;Bayern;48.7365175554,12.8962375685
Brieselang;14656;Brandenburg;52.5893167839,12.9693346529
Arzberg, Beilrode;04886;Sachsen;51.5731643569,13.0860634397
Chemnitz;09127;Sachsen;50.8154608498,12.9832333496
Rosenow;17091;Mecklenburg-Vorpommern;53.6582576312,13.1062956139
Arrach;93474;Bayern;49.1931290105,12.9938374579
Velten, Oberkrämer;16727;Brandenburg;52.6931326703,13.1219083581
Schaufling;94571;Bayern;48.8487912812,13.0570220033
Bodenmais;94249;Bayern;49.0767573618,13.1066455577
Hiddensee;18565;Mecklenburg-Vorpommern;54.5484113328,13.1026865497
Sponholz, Neunkirchen u.a.;17039;Mecklenburg-Vorpommern;53.5644996369,13.1756542753
Grattersdorf;94541;Bayern;48.8051277904,13.159675398
Mühlberg, Bad Liebenwerda;04931;Brandenburg;51.4469635711,13.2807791934
Berlin Grunewald;14193;Berlin;52.483122844,13.2365323232
Zossen;15806;Brandenburg;52.1955958335,13.4585402172
Berlin Charlottenburg;10623;Berlin;52.5023393758,13.3194250595
Templin, Boitzenburg u.a.;17268;Brandenburg;53.1478340574,13.5877951228
Berlin Schöneberg;12157;Berlin;52.4652456125,13.346313111
